,날짜,지역,품명,가격
598,2014-02-27,광주,겨울,3500.0
599,2014-02-27,대전,겨울,3500.0
600,2014-02-28,서울,겨울,3600.0
601,2014-02-28,부산,겨울,3500.0
602,2014-02-28,대구,겨울,4000.0
603,2014-02-28,광주,겨울,3500.0
604,2014-02-28,대전,겨울,3500.0
605,2014-03-03,서울,겨울,3600.0
606,2014-03-03,부산,겨울,3500.0
607,2014-03-03,대구,겨울,4000.0
608,2014-03-03,광주,겨울,3500.0
609,2014-03-03,대전,겨울,3500.0
610,2014-03-04,서울,겨울,3600.0
611,2014-03-04,부산,겨울,3500.0
612,2014-03-04,대구,겨울,4000.0
613,2014-03-04,광주,겨울,3500.0
614,2014-03-04,대전,겨울,3500.0
615,2014-03-05,서울,겨울,3600.0
616,2014-03-05,부산,겨울,3500.0
617,2014-03-05,대구,겨울,4000.0
618,2014-03-05,광주,겨울,3500.0
619,2014-03-05,대전,겨울,3500.0
620,2014-03-06,서울,겨울,3600.0
621,2014-03-06,부산,겨울,3500.0
622,2014-03-06,대구,겨울,4000.0
623,2014-03-06,광주,겨울,3500.0
624,2014-03-06,대전,겨울,3500.0
625,2014-03-07,서울,겨울,3500.0
626,2014-03-07,부산,겨울,3500.0
627,2014-03-07,대구,겨울,4000.0
628,2014-03-07,광주,겨울,3500.0
629,2014-03-07,대전,겨울,3500.0
630,2014-03-10,서울,겨울,3500.0
631,2014-03-10,부산,겨울,3500.0
632,2014-03-10,대구,겨울,4000.0
633,2014-03-10,광주,겨울,3500.0
634,2014-03-10,대전,겨울,3500.0
635,2014-03-11,서울,겨울,3500.0
636,2014-03-11,부산,겨울,3500.0
637,2014-03-11,대구,겨울,4000.0
638,2014-03-11,광주,겨울,3500.0
639,2014-03-11,대전,겨울,3500.0
640,2014-03-12,서울,겨울,3500.0
641,2014-03-12,부산,겨울,3500.0
642,2014-03-12,대구,겨울,4000.0
643,2014-03-12,광주,겨울,3500.0
644,2014-03-12,대전,겨울,3500.0
645,2014-03-13,서울,겨울,3500.0
646,2014-03-13,부산,겨울,3500.0
647,2014-03-13,대구,겨울,4000.0
648,2014-03-13,광주,겨울,3500.0
649,2014-03-13,대전,겨울,3500.0
650,2014-03-14,서울,겨울,3500.0
